obs_friendship,source_friendship,target_friendship,weight_friendship,date_friendship,date_can_friendship
14509,fa10-01-01,sp10-01-53,2,01-Dec-10,40513
14510,fa10-01-01,fa10-01-79,2,01-Dec-10,40513
14511,fa10-01-01,sp10-01-38,2,01-Dec-10,40513
14512,fa10-01-01,sp10-01-39,2,01-Dec-10,40513
14513,fa10-01-01,fa10-01-81,2,01-Dec-10,40513
14514,fa10-01-01,fa10-01-78,2,01-Dec-10,40513
14515,fa10-01-01,fa10-01-67,2,01-Dec-10,40513
14516,fa10-01-01,fa10-01-68,2,01-Dec-10,40513
14517,fa10-01-01,fa10-01-73,2,01-Dec-10,40513
14518,fa10-01-01,fa10-01-74,2,01-Dec-10,40513
14519,fa10-01-01,fa10-01-15,2,01-Dec-10,40513
14520,fa10-01-01,fa10-01-80,2,01-Dec-10,40513
14521,fa10-01-01,fa10-01-19,2,01-Dec-10,40513
14522,fa10-01-01,fa10-01-85,2,01-Dec-10,40513
14523,fa10-01-01,fa10-01-86,2,01-Dec-10,40513
14524,fa10-01-01,sp10-01-24,2,01-Dec-10,40513
14525,fa10-01-01,fa10-01-17,2,01-Dec-10,40513
14526,fa10-01-01,fa10-01-18,2,01-Dec-10,40513
14527,fa10-01-01,fa10-01-04,2,01-Dec-10,40513
14528,fa10-01-01,fa10-01-06,2,01-Dec-10,40513
14529,fa10-01-01,fa10-01-45,2,01-Dec-10,40513
14530,fa10-01-01,sp10-01-13,2,01-Dec-10,40513
14531,fa10-01-01,fa10-01-07,2,01-Dec-10,40513
14532,fa10-01-01,sp10-01-46,2,01-Dec-10,40513
14533,fa10-01-01,sp10-01-44,2,01-Dec-10,40513
14534,fa10-01-01,sp10-01-06,2,01-Dec-10,40513
14535,fa10-01-01,fa10-01-83,2,01-Dec-10,40513
14536,fa10-01-01,fa10-01-14,2,01-Dec-10,40513
14537,fa10-01-01,fa10-01-13,2,01-Dec-10,40513
14538,fa10-01-01,fa10-01-05,2,01-Dec-10,40513
14539,fa10-01-01,fa10-01-75,2,01-Dec-10,40513
14540,fa10-01-01,fa10-01-01,2,01-Dec-10,40513
14541,fa10-01-01,fa10-01-02,2,01-Dec-10,40513
14542,fa10-01-01,fa10-01-20,2,01-Dec-10,40513
14543,fa10-01-01,fa10-01-76,2,01-Dec-10,40513
14544,fa10-01-01,fa10-01-58,2,01-Dec-10,40513
14545,fa10-01-01,fa10-01-21,2,01-Dec-10,40513
14546,fa10-01-01,sp10-01-28,2,01-Dec-10,40513
14547,fa10-01-01,sp10-01-26,2,01-Dec-10,40513
14548,fa10-01-01,sp10-01-55,2,01-Dec-10,40513
14549,fa10-01-01,sp10-01-05,2,01-Dec-10,40513
14550,fa10-01-01,sp10-01-35,2,01-Dec-10,40513
14551,fa10-01-01,fa10-01-35,2,01-Dec-10,40513
14552,fa10-01-01,fa10-01-40,2,01-Dec-10,40513
14553,fa10-01-01,fa10-01-60,2,01-Dec-10,40513
14554,fa10-01-01,sp10-01-23,2,01-Dec-10,40513
14555,fa10-01-01,sp10-01-11,2,01-Dec-10,40513
14556,fa10-01-01,sp10-01-12,2,01-Dec-10,40513
14557,fa10-01-01,sp10-01-07,2,01-Dec-10,40513
14558,fa10-01-01,sp10-01-08,2,01-Dec-10,40513
14559,fa10-01-01,fa10-01-24,2,01-Dec-10,40513
14560,fa10-01-01,fa10-01-39,2,01-Dec-10,40513
14561,fa10-01-01,sp10-01-19,2,01-Dec-10,40513
14562,fa10-01-01,sp10-01-34,2,01-Dec-10,40513
14563,fa10-01-01,fa10-01-69,2,01-Dec-10,40513
14564,fa10-01-01,sp10-01-32,2,01-Dec-10,40513
14565,fa10-01-01,sp10-01-42,2,01-Dec-10,40513
14566,fa10-01-01,sp10-01-40,2,01-Dec-10,40513
14567,fa10-01-01,sp10-01-41,2,01-Dec-10,40513
14568,fa10-01-01,sp10-01-37,2,01-Dec-10,40513
14569,fa10-01-01,fa10-01-48,2,01-Dec-10,40513
14570,fa10-01-01,fa10-01-47,2,01-Dec-10,40513
14571,fa10-01-01,fa10-01-59,2,01-Dec-10,40513
14572,fa10-01-01,fa10-01-10,2,01-Dec-10,40513
14573,fa10-01-01,fa10-01-33,2,01-Dec-10,40513
14574,fa10-01-01,fa10-01-77,2,01-Dec-10,40513
14575,fa10-01-01,sp10-01-22,2,01-Dec-10,40513
14576,fa10-01-01,fa10-01-16,2,01-Dec-10,40513
14577,fa10-01-01,fa10-01-36,2,01-Dec-10,40513
14578,fa10-01-01,fa10-01-08,2,01-Dec-10,40513
14579,fa10-01-01,fa10-01-46,2,01-Dec-10,40513
14580,fa10-01-01,fa10-01-41,2,01-Dec-10,40513
14581,fa10-01-01,fa10-01-22,2,01-Dec-10,40513
14582,fa10-01-01,sp10-01-25,2,01-Dec-10,40513
14583,fa10-01-01,fa10-01-51,2,01-Dec-10,40513
14584,fa10-01-01,fa10-01-23,2,01-Dec-10,40513
14585,fa10-01-01,sp10-01-18,2,01-Dec-10,40513
14586,fa10-01-01,fa10-01-12,2,01-Dec-10,40513
14587,fa10-01-01,fa10-01-64,2,01-Dec-10,40513
14588,fa10-01-01,sp10-01-52,2,01-Dec-10,40513
14589,fa10-01-01,sp10-01-31,2,01-Dec-10,40513
14590,fa10-01-01,sp10-01-45,2,01-Dec-10,40513
14591,fa10-01-01,fa10-01-70,2,01-Dec-10,40513
14592,fa10-01-01,fa10-01-63,2,01-Dec-10,40513
14593,fa10-01-01,sp10-01-56,2,01-Dec-10,40513
14594,fa10-01-01,fa10-01-54,2,01-Dec-10,40513
14595,fa10-01-01,fa10-01-72,2,01-Dec-10,40513
14596,fa10-01-01,fa10-01-03,2,01-Dec-10,40513
14597,fa10-01-01,fa10-01-38,2,01-Dec-10,40513
14598,fa10-01-01,fa10-01-37,2,01-Dec-10,40513
14599,fa10-01-01,sp10-01-49,2,01-Dec-10,40513
14600,fa10-01-01,sp10-01-48,2,01-Dec-10,40513
14601,fa10-01-01,fa10-01-53,2,01-Dec-10,40513
14602,fa10-01-01,sp10-01-02,2,01-Dec-10,40513
14603,fa10-01-01,fa10-01-49,2,01-Dec-10,40513
14604,fa10-01-01,sp10-01-43,2,01-Dec-10,40513
14605,fa10-01-01,sp10-01-33,2,01-Dec-10,40513
14606,fa10-01-01,fa10-01-71,2,01-Dec-10,40513
14607,fa10-01-01,fa10-01-50,2,01-Dec-10,40513
14608,fa10-01-01,fa10-01-42,2,01-Dec-10,40513
14609,fa10-01-01,fa10-01-82,2,01-Dec-10,40513
14610,fa10-01-01,fa10-01-27,2,01-Dec-10,40513
14611,fa10-01-01,fa10-01-11,2,01-Dec-10,40513
14612,fa10-01-01,sp10-01-30,2,01-Dec-10,40513
14613,fa10-01-01,fa10-01-66,2,01-Dec-10,40513
14614,fa10-01-01,fa10-01-65,2,01-Dec-10,40513
14615,fa10-01-01,fa10-01-26,2,01-Dec-10,40513
14616,fa10-01-01,fa10-01-32,2,01-Dec-10,40513
14617,fa10-01-01,fa10-01-09,2,01-Dec-10,40513
14618,fa10-01-01,fa10-01-25,2,01-Dec-10,40513
14619,fa10-01-01,fa10-01-31,2,01-Dec-10,40513
14620,fa10-01-01,sp10-01-54,2,01-Dec-10,40513
14621,fa10-01-01,fa10-01-34,2,01-Dec-10,40513
14622,fa10-01-01,fa10-01-57,2,01-Dec-10,40513
14623,fa10-01-01,fa10-01-55,2,01-Dec-10,40513
14624,fa10-01-01,fa10-01-30,2,01-Dec-10,40513
14625,fa10-01-01,fa10-01-43,2,01-Dec-10,40513
14626,fa10-01-01,fa10-01-44,2,01-Dec-10,40513
14627,fa10-01-01,fa10-01-62,2,01-Dec-10,40513
14628,fa10-01-01,sp10-01-36,2,01-Dec-10,40513
14629,fa10-01-01,fa10-01-28,2,01-Dec-10,40513
14630,fa10-01-01,fa10-01-29,2,01-Dec-10,40513
14631,fa10-01-01,fa10-01-52,2,01-Dec-10,40513
14632,fa10-01-01,fa10-01-61,2,01-Dec-10,40513
14633,fa10-01-01,fa10-01-56,2,01-Dec-10,40513
14634,fa10-01-01,sp10-01-01,2,01-Dec-10,40513
14635,fa10-01-02,sp10-01-53,0,01-Dec-10,40513
14636,fa10-01-02,fa10-01-79,0,01-Dec-10,40513
14637,fa10-01-02,sp10-01-38,0,01-Dec-10,40513
14638,fa10-01-02,sp10-01-39,0,01-Dec-10,40513
14639,fa10-01-02,fa10-01-81,0,01-Dec-10,40513
14640,fa10-01-02,fa10-01-78,0,01-Dec-10,40513
14641,fa10-01-02,fa10-01-67,0,01-Dec-10,40513
14642,fa10-01-02,fa10-01-68,0,01-Dec-10,40513
14643,fa10-01-02,fa10-01-73,0,01-Dec-10,40513
14644,fa10-01-02,fa10-01-74,0,01-Dec-10,40513
14645,fa10-01-02,fa10-01-15,0,01-Dec-10,40513
14646,fa10-01-02,fa10-01-80,0,01-Dec-10,40513
14647,fa10-01-02,fa10-01-19,0,01-Dec-10,40513
14648,fa10-01-02,fa10-01-85,0,01-Dec-10,40513
14649,fa10-01-02,fa10-01-86,0,01-Dec-10,40513
14650,fa10-01-02,sp10-01-24,0,01-Dec-10,40513
14651,fa10-01-02,fa10-01-17,2,01-Dec-10,40513
14652,fa10-01-02,fa10-01-18,2,01-Dec-10,40513
14653,fa10-01-02,fa10-01-04,0,01-Dec-10,40513
14654,fa10-01-02,fa10-01-06,0,01-Dec-10,40513
14655,fa10-01-02,fa10-01-45,0,01-Dec-10,40513
14656,fa10-01-02,sp10-01-13,0,01-Dec-10,40513
14657,fa10-01-02,fa10-01-07,0,01-Dec-10,40513
14658,fa10-01-02,sp10-01-46,1,01-Dec-10,40513
14659,fa10-01-02,sp10-01-44,1,01-Dec-10,40513
14660,fa10-01-02,sp10-01-06,0,01-Dec-10,40513
14661,fa10-01-02,fa10-01-83,0,01-Dec-10,40513
14662,fa10-01-02,fa10-01-14,0,01-Dec-10,40513
14663,fa10-01-02,fa10-01-13,0,01-Dec-10,40513
14664,fa10-01-02,fa10-01-05,0,01-Dec-10,40513
14665,fa10-01-02,fa10-01-75,0,01-Dec-10,40513
14666,fa10-01-02,fa10-01-01,7,01-Dec-10,40513
14667,fa10-01-02,fa10-01-02,7,01-Dec-10,40513
14668,fa10-01-02,fa10-01-20,0,01-Dec-10,40513
14669,fa10-01-02,fa10-01-76,0,01-Dec-10,40513
14670,fa10-01-02,fa10-01-58,0,01-Dec-10,40513
14671,fa10-01-02,fa10-01-21,0,01-Dec-10,40513
14672,fa10-01-02,sp10-01-28,0,01-Dec-10,40513
14673,fa10-01-02,sp10-01-26,0,01-Dec-10,40513
14674,fa10-01-02,sp10-01-55,0,01-Dec-10,40513
14675,fa10-01-02,sp10-01-05,0,01-Dec-10,40513
14676,fa10-01-02,sp10-01-35,0,01-Dec-10,40513
14677,fa10-01-02,fa10-01-35,0,01-Dec-10,40513
14678,fa10-01-02,fa10-01-40,0,01-Dec-10,40513
14679,fa10-01-02,fa10-01-60,0,01-Dec-10,40513
14680,fa10-01-02,sp10-01-23,0,01-Dec-10,40513
14681,fa10-01-02,sp10-01-11,0,01-Dec-10,40513
14682,fa10-01-02,sp10-01-12,0,01-Dec-10,40513
14683,fa10-01-02,sp10-01-07,0,01-Dec-10,40513
14684,fa10-01-02,sp10-01-08,0,01-Dec-10,40513
14685,fa10-01-02,fa10-01-24,0,01-Dec-10,40513
14686,fa10-01-02,fa10-01-39,0,01-Dec-10,40513
14687,fa10-01-02,sp10-01-19,0,01-Dec-10,40513
14688,fa10-01-02,sp10-01-34,0,01-Dec-10,40513
14689,fa10-01-02,fa10-01-69,0,01-Dec-10,40513
14690,fa10-01-02,sp10-01-32,1,01-Dec-10,40513
14691,fa10-01-02,sp10-01-42,2,01-Dec-10,40513
14692,fa10-01-02,sp10-01-40,0,01-Dec-10,40513
14693,fa10-01-02,sp10-01-41,0,01-Dec-10,40513
14694,fa10-01-02,sp10-01-37,0,01-Dec-10,40513
14695,fa10-01-02,fa10-01-48,1,01-Dec-10,40513
14696,fa10-01-02,fa10-01-47,0,01-Dec-10,40513
14697,fa10-01-02,fa10-01-59,0,01-Dec-10,40513
14698,fa10-01-02,fa10-01-10,0,01-Dec-10,40513
14699,fa10-01-02,fa10-01-33,0,01-Dec-10,40513
14700,fa10-01-02,fa10-01-77,0,01-Dec-10,40513
14701,fa10-01-02,sp10-01-22,0,01-Dec-10,40513
14702,fa10-01-02,fa10-01-16,0,01-Dec-10,40513
14703,fa10-01-02,fa10-01-36,0,01-Dec-10,40513
14704,fa10-01-02,fa10-01-08,0,01-Dec-10,40513
14705,fa10-01-02,fa10-01-46,0,01-Dec-10,40513
14706,fa10-01-02,fa10-01-41,0,01-Dec-10,40513
14707,fa10-01-02,fa10-01-22,0,01-Dec-10,40513
14708,fa10-01-02,sp10-01-25,0,01-Dec-10,40513
14709,fa10-01-02,fa10-01-51,0,01-Dec-10,40513
14710,fa10-01-02,fa10-01-23,0,01-Dec-10,40513
14711,fa10-01-02,sp10-01-18,0,01-Dec-10,40513
14712,fa10-01-02,fa10-01-12,0,01-Dec-10,40513
14713,fa10-01-02,fa10-01-64,0,01-Dec-10,40513
14714,fa10-01-02,sp10-01-52,0,01-Dec-10,40513
14715,fa10-01-02,sp10-01-31,1,01-Dec-10,40513
14716,fa10-01-02,sp10-01-45,2,01-Dec-10,40513
14717,fa10-01-02,fa10-01-70,0,01-Dec-10,40513
14718,fa10-01-02,fa10-01-63,0,01-Dec-10,40513
14719,fa10-01-02,sp10-01-56,0,01-Dec-10,40513
14720,fa10-01-02,fa10-01-54,0,01-Dec-10,40513
14721,fa10-01-02,fa10-01-72,0,01-Dec-10,40513
14722,fa10-01-02,fa10-01-03,0,01-Dec-10,40513
14723,fa10-01-02,fa10-01-38,2,01-Dec-10,40513
14724,fa10-01-02,fa10-01-37,0,01-Dec-10,40513
14725,fa10-01-02,sp10-01-49,0,01-Dec-10,40513
14726,fa10-01-02,sp10-01-48,0,01-Dec-10,40513
14727,fa10-01-02,fa10-01-53,1,01-Dec-10,40513
14728,fa10-01-02,sp10-01-02,0,01-Dec-10,40513
14729,fa10-01-02,fa10-01-49,0,01-Dec-10,40513
14730,fa10-01-02,sp10-01-43,1,01-Dec-10,40513
14731,fa10-01-02,sp10-01-33,0,01-Dec-10,40513
14732,fa10-01-02,fa10-01-71,0,01-Dec-10,40513
14733,fa10-01-02,fa10-01-50,0,01-Dec-10,40513
14734,fa10-01-02,fa10-01-42,0,01-Dec-10,40513
14735,fa10-01-02,fa10-01-82,0,01-Dec-10,40513
14736,fa10-01-02,fa10-01-27,0,01-Dec-10,40513
14737,fa10-01-02,fa10-01-11,0,01-Dec-10,40513
14738,fa10-01-02,sp10-01-30,0,01-Dec-10,40513
14739,fa10-01-02,fa10-01-66,0,01-Dec-10,40513
14740,fa10-01-02,fa10-01-65,0,01-Dec-10,40513
14741,fa10-01-02,fa10-01-26,0,01-Dec-10,40513
14742,fa10-01-02,fa10-01-32,0,01-Dec-10,40513
14743,fa10-01-02,fa10-01-09,0,01-Dec-10,40513
14744,fa10-01-02,fa10-01-25,0,01-Dec-10,40513
14745,fa10-01-02,fa10-01-31,0,01-Dec-10,40513
14746,fa10-01-02,sp10-01-54,0,01-Dec-10,40513
14747,fa10-01-02,fa10-01-34,0,01-Dec-10,40513
14748,fa10-01-02,fa10-01-57,0,01-Dec-10,40513
14749,fa10-01-02,fa10-01-55,0,01-Dec-10,40513
14750,fa10-01-02,fa10-01-30,0,01-Dec-10,40513
14751,fa10-01-02,fa10-01-43,0,01-Dec-10,40513
14752,fa10-01-02,fa10-01-44,0,01-Dec-10,40513
14753,fa10-01-02,fa10-01-62,0,01-Dec-10,40513
14754,fa10-01-02,sp10-01-36,0,01-Dec-10,40513
14755,fa10-01-02,fa10-01-28,0,01-Dec-10,40513
14756,fa10-01-02,fa10-01-29,0,01-Dec-10,40513
14757,fa10-01-02,fa10-01-52,0,01-Dec-10,40513
14758,fa10-01-02,fa10-01-61,0,01-Dec-10,40513
14759,fa10-01-02,fa10-01-56,0,01-Dec-10,40513
14760,fa10-01-02,sp10-01-01,0,01-Dec-10,40513
14761,fa10-01-03,sp10-01-53,0,01-Dec-10,40513
14762,fa10-01-03,fa10-01-79,0,01-Dec-10,40513
14763,fa10-01-03,sp10-01-38,0,01-Dec-10,40513
14764,fa10-01-03,sp10-01-39,0,01-Dec-10,40513
14765,fa10-01-03,fa10-01-81,0,01-Dec-10,40513
14766,fa10-01-03,fa10-01-78,0,01-Dec-10,40513
14767,fa10-01-03,fa10-01-67,0,01-Dec-10,40513
14768,fa10-01-03,fa10-01-68,0,01-Dec-10,40513
14769,fa10-01-03,fa10-01-73,0,01-Dec-10,40513
14770,fa10-01-03,fa10-01-74,0,01-Dec-10,40513
14771,fa10-01-03,fa10-01-15,0,01-Dec-10,40513
14772,fa10-01-03,fa10-01-80,0,01-Dec-10,40513
14773,fa10-01-03,fa10-01-19,0,01-Dec-10,40513
14774,fa10-01-03,fa10-01-85,0,01-Dec-10,40513
14775,fa10-01-03,fa10-01-86,0,01-Dec-10,40513
14776,fa10-01-03,sp10-01-24,5,01-Dec-10,40513
14777,fa10-01-03,fa10-01-17,0,01-Dec-10,40513
14778,fa10-01-03,fa10-01-18,0,01-Dec-10,40513
14779,fa10-01-03,fa10-01-04,7,01-Dec-10,40513
14780,fa10-01-03,fa10-01-06,0,01-Dec-10,40513
14781,fa10-01-03,fa10-01-45,0,01-Dec-10,40513
14782,fa10-01-03,sp10-01-13,0,01-Dec-10,40513
14783,fa10-01-03,fa10-01-07,0,01-Dec-10,40513
14784,fa10-01-03,sp10-01-46,0,01-Dec-10,40513
14785,fa10-01-03,sp10-01-44,2,01-Dec-10,40513
14786,fa10-01-03,sp10-01-06,0,01-Dec-10,40513
14787,fa10-01-03,fa10-01-83,0,01-Dec-10,40513
14788,fa10-01-03,fa10-01-14,0,01-Dec-10,40513
14789,fa10-01-03,fa10-01-13,0,01-Dec-10,40513
14790,fa10-01-03,fa10-01-05,0,01-Dec-10,40513
14791,fa10-01-03,fa10-01-75,0,01-Dec-10,40513
14792,fa10-01-03,fa10-01-01,0,01-Dec-10,40513
14793,fa10-01-03,fa10-01-02,0,01-Dec-10,40513
14794,fa10-01-03,fa10-01-20,1,01-Dec-10,40513
14795,fa10-01-03,fa10-01-76,0,01-Dec-10,40513
14796,fa10-01-03,fa10-01-58,0,01-Dec-10,40513
14797,fa10-01-03,fa10-01-21,0,01-Dec-10,40513
14798,fa10-01-03,sp10-01-28,0,01-Dec-10,40513
14799,fa10-01-03,sp10-01-26,0,01-Dec-10,40513
14800,fa10-01-03,sp10-01-55,0,01-Dec-10,40513
14801,fa10-01-03,sp10-01-05,0,01-Dec-10,40513
14802,fa10-01-03,sp10-01-35,0,01-Dec-10,40513
14803,fa10-01-03,fa10-01-35,0,01-Dec-10,40513
14804,fa10-01-03,fa10-01-40,0,01-Dec-10,40513
14805,fa10-01-03,fa10-01-60,0,01-Dec-10,40513
14806,fa10-01-03,sp10-01-23,0,01-Dec-10,40513
14807,fa10-01-03,sp10-01-11,0,01-Dec-10,40513
14808,fa10-01-03,sp10-01-12,0,01-Dec-10,40513
14809,fa10-01-03,sp10-01-07,0,01-Dec-10,40513
14810,fa10-01-03,sp10-01-08,0,01-Dec-10,40513
14811,fa10-01-03,fa10-01-24,0,01-Dec-10,40513
14812,fa10-01-03,fa10-01-39,0,01-Dec-10,40513
14813,fa10-01-03,sp10-01-19,0,01-Dec-10,40513
14814,fa10-01-03,sp10-01-34,0,01-Dec-10,40513
14815,fa10-01-03,fa10-01-69,0,01-Dec-10,40513
14816,fa10-01-03,sp10-01-32,0,01-Dec-10,40513
14817,fa10-01-03,sp10-01-42,0,01-Dec-10,40513
14818,fa10-01-03,sp10-01-40,0,01-Dec-10,40513
14819,fa10-01-03,sp10-01-41,0,01-Dec-10,40513
14820,fa10-01-03,sp10-01-37,0,01-Dec-10,40513
14821,fa10-01-03,fa10-01-48,0,01-Dec-10,40513
14822,fa10-01-03,fa10-01-47,0,01-Dec-10,40513
14823,fa10-01-03,fa10-01-59,0,01-Dec-10,40513
14824,fa10-01-03,fa10-01-10,0,01-Dec-10,40513
14825,fa10-01-03,fa10-01-33,0,01-Dec-10,40513
14826,fa10-01-03,fa10-01-77,0,01-Dec-10,40513
14827,fa10-01-03,sp10-01-22,0,01-Dec-10,40513
14828,fa10-01-03,fa10-01-16,0,01-Dec-10,40513
14829,fa10-01-03,fa10-01-36,0,01-Dec-10,40513
14830,fa10-01-03,fa10-01-08,0,01-Dec-10,40513
14831,fa10-01-03,fa10-01-46,0,01-Dec-10,40513
14832,fa10-01-03,fa10-01-41,0,01-Dec-10,40513
14833,fa10-01-03,fa10-01-22,0,01-Dec-10,40513
14834,fa10-01-03,sp10-01-25,5,01-Dec-10,40513
14835,fa10-01-03,fa10-01-51,0,01-Dec-10,40513
14836,fa10-01-03,fa10-01-23,1,01-Dec-10,40513
14837,fa10-01-03,sp10-01-18,0,01-Dec-10,40513
14838,fa10-01-03,fa10-01-12,5,01-Dec-10,40513
14839,fa10-01-03,fa10-01-64,0,01-Dec-10,40513
14840,fa10-01-03,sp10-01-52,0,01-Dec-10,40513
14841,fa10-01-03,sp10-01-31,0,01-Dec-10,40513
14842,fa10-01-03,sp10-01-45,0,01-Dec-10,40513
14843,fa10-01-03,fa10-01-70,0,01-Dec-10,40513
14844,fa10-01-03,fa10-01-63,0,01-Dec-10,40513
14845,fa10-01-03,sp10-01-56,0,01-Dec-10,40513
14846,fa10-01-03,fa10-01-54,5,01-Dec-10,40513
14847,fa10-01-03,fa10-01-72,0,01-Dec-10,40513
14848,fa10-01-03,fa10-01-03,7,01-Dec-10,40513
14849,fa10-01-03,fa10-01-38,0,01-Dec-10,40513
14850,fa10-01-03,fa10-01-37,0,01-Dec-10,40513
14851,fa10-01-03,sp10-01-49,0,01-Dec-10,40513
14852,fa10-01-03,sp10-01-48,0,01-Dec-10,40513
14853,fa10-01-03,fa10-01-53,5,01-Dec-10,40513
14854,fa10-01-03,sp10-01-02,0,01-Dec-10,40513
14855,fa10-01-03,fa10-01-49,0,01-Dec-10,40513
14856,fa10-01-03,sp10-01-43,0,01-Dec-10,40513
14857,fa10-01-03,sp10-01-33,0,01-Dec-10,40513
14858,fa10-01-03,fa10-01-71,0,01-Dec-10,40513
14859,fa10-01-03,fa10-01-50,0,01-Dec-10,40513
14860,fa10-01-03,fa10-01-42,0,01-Dec-10,40513
14861,fa10-01-03,fa10-01-82,0,01-Dec-10,40513
14862,fa10-01-03,fa10-01-27,0,01-Dec-10,40513
14863,fa10-01-03,fa10-01-11,4,01-Dec-10,40513
14864,fa10-01-03,sp10-01-30,0,01-Dec-10,40513
14865,fa10-01-03,fa10-01-66,0,01-Dec-10,40513
14866,fa10-01-03,fa10-01-65,0,01-Dec-10,40513
14867,fa10-01-03,fa10-01-26,0,01-Dec-10,40513
14868,fa10-01-03,fa10-01-32,0,01-Dec-10,40513
14869,fa10-01-03,fa10-01-09,0,01-Dec-10,40513
14870,fa10-01-03,fa10-01-25,0,01-Dec-10,40513
14871,fa10-01-03,fa10-01-31,0,01-Dec-10,40513
14872,fa10-01-03,sp10-01-54,0,01-Dec-10,40513
14873,fa10-01-03,fa10-01-34,0,01-Dec-10,40513
14874,fa10-01-03,fa10-01-57,0,01-Dec-10,40513
14875,fa10-01-03,fa10-01-55,0,01-Dec-10,40513
14876,fa10-01-03,fa10-01-30,0,01-Dec-10,40513
14877,fa10-01-03,fa10-01-43,0,01-Dec-10,40513
14878,fa10-01-03,fa10-01-44,0,01-Dec-10,40513
14879,fa10-01-03,fa10-01-62,0,01-Dec-10,40513
14880,fa10-01-03,sp10-01-36,0,01-Dec-10,40513
14881,fa10-01-03,fa10-01-28,0,01-Dec-10,40513
14882,fa10-01-03,fa10-01-29,0,01-Dec-10,40513
14883,fa10-01-03,fa10-01-52,0,01-Dec-10,40513
14884,fa10-01-03,fa10-01-61,0,01-Dec-10,40513
14885,fa10-01-03,fa10-01-56,0,01-Dec-10,40513
14886,fa10-01-03,sp10-01-01,0,01-Dec-10,40513
14887,fa10-01-04,sp10-01-53,0,01-Dec-10,40513
14888,fa10-01-04,fa10-01-79,0,01-Dec-10,40513
14889,fa10-01-04,sp10-01-38,0,01-Dec-10,40513
14890,fa10-01-04,sp10-01-39,0,01-Dec-10,40513
14891,fa10-01-04,fa10-01-81,0,01-Dec-10,40513
14892,fa10-01-04,fa10-01-78,0,01-Dec-10,40513
14893,fa10-01-04,fa10-01-67,0,01-Dec-10,40513
14894,fa10-01-04,fa10-01-68,0,01-Dec-10,40513
14895,fa10-01-04,fa10-01-73,0,01-Dec-10,40513
14896,fa10-01-04,fa10-01-74,0,01-Dec-10,40513
14897,fa10-01-04,fa10-01-15,0,01-Dec-10,40513
14898,fa10-01-04,fa10-01-80,0,01-Dec-10,40513
14899,fa10-01-04,fa10-01-19,0,01-Dec-10,40513
14900,fa10-01-04,fa10-01-85,0,01-Dec-10,40513
14901,fa10-01-04,fa10-01-86,0,01-Dec-10,40513
14902,fa10-01-04,sp10-01-24,5,01-Dec-10,40513
14903,fa10-01-04,fa10-01-17,0,01-Dec-10,40513
14904,fa10-01-04,fa10-01-18,0,01-Dec-10,40513
14905,fa10-01-04,fa10-01-04,7,01-Dec-10,40513
14906,fa10-01-04,fa10-01-06,0,01-Dec-10,40513
14907,fa10-01-04,fa10-01-45,0,01-Dec-10,40513
14908,fa10-01-04,sp10-01-13,0,01-Dec-10,40513
14909,fa10-01-04,fa10-01-07,0,01-Dec-10,40513
14910,fa10-01-04,sp10-01-46,0,01-Dec-10,40513
14911,fa10-01-04,sp10-01-44,1,01-Dec-10,40513
14912,fa10-01-04,sp10-01-06,0,01-Dec-10,40513
14913,fa10-01-04,fa10-01-83,0,01-Dec-10,40513
14914,fa10-01-04,fa10-01-14,0,01-Dec-10,40513
14915,fa10-01-04,fa10-01-13,0,01-Dec-10,40513
14916,fa10-01-04,fa10-01-05,0,01-Dec-10,40513
14917,fa10-01-04,fa10-01-75,0,01-Dec-10,40513
14918,fa10-01-04,fa10-01-01,0,01-Dec-10,40513
14919,fa10-01-04,fa10-01-02,0,01-Dec-10,40513
14920,fa10-01-04,fa10-01-20,1,01-Dec-10,40513
14921,fa10-01-04,fa10-01-76,0,01-Dec-10,40513
14922,fa10-01-04,fa10-01-58,0,01-Dec-10,40513
14923,fa10-01-04,fa10-01-21,0,01-Dec-10,40513
14924,fa10-01-04,sp10-01-28,0,01-Dec-10,40513
14925,fa10-01-04,sp10-01-26,0,01-Dec-10,40513
14926,fa10-01-04,sp10-01-55,0,01-Dec-10,40513
14927,fa10-01-04,sp10-01-05,0,01-Dec-10,40513
14928,fa10-01-04,sp10-01-35,0,01-Dec-10,40513
14929,fa10-01-04,fa10-01-35,0,01-Dec-10,40513
14930,fa10-01-04,fa10-01-40,0,01-Dec-10,40513
14931,fa10-01-04,fa10-01-60,0,01-Dec-10,40513
14932,fa10-01-04,sp10-01-23,0,01-Dec-10,40513
14933,fa10-01-04,sp10-01-11,0,01-Dec-10,40513
14934,fa10-01-04,sp10-01-12,0,01-Dec-10,40513
14935,fa10-01-04,sp10-01-07,0,01-Dec-10,40513
14936,fa10-01-04,sp10-01-08,0,01-Dec-10,40513
14937,fa10-01-04,fa10-01-24,0,01-Dec-10,40513
14938,fa10-01-04,fa10-01-39,0,01-Dec-10,40513
14939,fa10-01-04,sp10-01-19,0,01-Dec-10,40513
14940,fa10-01-04,sp10-01-34,0,01-Dec-10,40513
14941,fa10-01-04,fa10-01-69,0,01-Dec-10,40513
14942,fa10-01-04,sp10-01-32,0,01-Dec-10,40513
14943,fa10-01-04,sp10-01-42,0,01-Dec-10,40513
14944,fa10-01-04,sp10-01-40,0,01-Dec-10,40513
