obs_friendship,source_friendship,target_friendship,weight_friendship,date_friendship,date_can_friendship
31666,fa10-01-44,fa10-01-13,0,01-Mar-11,40603
31667,fa10-01-44,fa10-01-05,0,01-Mar-11,40603
31668,fa10-01-44,fa10-01-75,0,01-Mar-11,40603
31669,fa10-01-44,fa10-01-01,0,01-Mar-11,40603
31670,fa10-01-44,fa10-01-02,0,01-Mar-11,40603
31671,fa10-01-44,fa10-01-20,0,01-Mar-11,40603
31672,fa10-01-44,fa10-01-76,0,01-Mar-11,40603
31673,fa10-01-44,fa10-01-58,0,01-Mar-11,40603
31674,fa10-01-44,fa10-01-21,0,01-Mar-11,40603
31675,fa10-01-44,sp10-01-28,0,01-Mar-11,40603
31676,fa10-01-44,sp10-01-26,0,01-Mar-11,40603
31677,fa10-01-44,sp10-01-55,0,01-Mar-11,40603
31678,fa10-01-44,sp10-01-05,0,01-Mar-11,40603
31679,fa10-01-44,sp10-01-35,0,01-Mar-11,40603
31680,fa10-01-44,fa10-01-35,0,01-Mar-11,40603
31681,fa10-01-44,fa10-01-40,0,01-Mar-11,40603
31682,fa10-01-44,fa10-01-60,0,01-Mar-11,40603
31683,fa10-01-44,sp10-01-23,0,01-Mar-11,40603
31684,fa10-01-44,sp10-01-11,0,01-Mar-11,40603
31685,fa10-01-44,sp10-01-12,0,01-Mar-11,40603
31686,fa10-01-44,sp10-01-07,0,01-Mar-11,40603
31687,fa10-01-44,sp10-01-08,0,01-Mar-11,40603
31688,fa10-01-44,fa10-01-24,0,01-Mar-11,40603
31689,fa10-01-44,fa10-01-39,0,01-Mar-11,40603
31690,fa10-01-44,sp10-01-19,0,01-Mar-11,40603
31691,fa10-01-44,sp10-01-34,0,01-Mar-11,40603
31692,fa10-01-44,fa10-01-69,0,01-Mar-11,40603
31693,fa10-01-44,sp10-01-32,0,01-Mar-11,40603
31694,fa10-01-44,sp10-01-42,0,01-Mar-11,40603
31695,fa10-01-44,sp10-01-40,0,01-Mar-11,40603
31696,fa10-01-44,sp10-01-41,0,01-Mar-11,40603
31697,fa10-01-44,sp10-01-37,0,01-Mar-11,40603
31698,fa10-01-44,fa10-01-48,6,01-Mar-11,40603
31699,fa10-01-44,fa10-01-47,0,01-Mar-11,40603
31700,fa10-01-44,fa10-01-59,0,01-Mar-11,40603
31701,fa10-01-44,fa10-01-10,0,01-Mar-11,40603
31702,fa10-01-44,fa10-01-33,0,01-Mar-11,40603
31703,fa10-01-44,fa10-01-77,0,01-Mar-11,40603
31704,fa10-01-44,sp10-01-22,0,01-Mar-11,40603
31705,fa10-01-44,fa10-01-16,0,01-Mar-11,40603
31706,fa10-01-44,fa10-01-36,0,01-Mar-11,40603
31707,fa10-01-44,fa10-01-08,0,01-Mar-11,40603
31708,fa10-01-44,fa10-01-46,0,01-Mar-11,40603
31709,fa10-01-44,fa10-01-41,2,01-Mar-11,40603
31710,fa10-01-44,fa10-01-22,0,01-Mar-11,40603
31711,fa10-01-44,sp10-01-25,2,01-Mar-11,40603
31712,fa10-01-44,fa10-01-51,0,01-Mar-11,40603
31713,fa10-01-44,fa10-01-23,0,01-Mar-11,40603
31714,fa10-01-44,sp10-01-18,0,01-Mar-11,40603
31715,fa10-01-44,fa10-01-12,0,01-Mar-11,40603
31716,fa10-01-44,fa10-01-64,0,01-Mar-11,40603
31717,fa10-01-44,sp10-01-52,5,01-Mar-11,40603
31718,fa10-01-44,sp10-01-31,0,01-Mar-11,40603
31719,fa10-01-44,sp10-01-45,3,01-Mar-11,40603
31720,fa10-01-44,fa10-01-70,0,01-Mar-11,40603
31721,fa10-01-44,fa10-01-63,0,01-Mar-11,40603
31722,fa10-01-44,sp10-01-56,0,01-Mar-11,40603
31723,fa10-01-44,fa10-01-54,5,01-Mar-11,40603
31724,fa10-01-44,fa10-01-72,3,01-Mar-11,40603
31725,fa10-01-44,fa10-01-03,0,01-Mar-11,40603
31726,fa10-01-44,fa10-01-38,6,01-Mar-11,40603
31727,fa10-01-44,fa10-01-37,6,01-Mar-11,40603
31728,fa10-01-44,sp10-01-49,0,01-Mar-11,40603
31729,fa10-01-44,sp10-01-48,0,01-Mar-11,40603
31730,fa10-01-44,fa10-01-53,4,01-Mar-11,40603
31731,fa10-01-44,sp10-01-02,2,01-Mar-11,40603
31732,fa10-01-44,fa10-01-49,0,01-Mar-11,40603
31733,fa10-01-44,sp10-01-43,5,01-Mar-11,40603
31734,fa10-01-44,sp10-01-33,5,01-Mar-11,40603
31735,fa10-01-44,fa10-01-71,3,01-Mar-11,40603
31736,fa10-01-44,fa10-01-50,0,01-Mar-11,40603
31737,fa10-01-44,fa10-01-42,1,01-Mar-11,40603
31738,fa10-01-44,fa10-01-82,6,01-Mar-11,40603
31739,fa10-01-44,fa10-01-27,0,01-Mar-11,40603
31740,fa10-01-44,fa10-01-11,0,01-Mar-11,40603
31741,fa10-01-44,sp10-01-30,0,01-Mar-11,40603
31742,fa10-01-44,fa10-01-66,0,01-Mar-11,40603
31743,fa10-01-44,fa10-01-65,0,01-Mar-11,40603
31744,fa10-01-44,fa10-01-26,0,01-Mar-11,40603
31745,fa10-01-44,fa10-01-32,0,01-Mar-11,40603
31746,fa10-01-44,fa10-01-09,0,01-Mar-11,40603
31747,fa10-01-44,fa10-01-25,0,01-Mar-11,40603
31748,fa10-01-44,fa10-01-31,0,01-Mar-11,40603
31749,fa10-01-44,sp10-01-54,0,01-Mar-11,40603
31750,fa10-01-44,fa10-01-34,0,01-Mar-11,40603
31751,fa10-01-44,fa10-01-57,0,01-Mar-11,40603
31752,fa10-01-44,fa10-01-55,0,01-Mar-11,40603
31753,fa10-01-44,fa10-01-30,0,01-Mar-11,40603
31754,fa10-01-44,fa10-01-43,7,01-Mar-11,40603
31755,fa10-01-44,fa10-01-44,7,01-Mar-11,40603
31756,fa10-01-44,fa10-01-62,0,01-Mar-11,40603
31757,fa10-01-44,sp10-01-36,0,01-Mar-11,40603
31758,fa10-01-44,fa10-01-28,0,01-Mar-11,40603
31759,fa10-01-44,fa10-01-29,0,01-Mar-11,40603
31760,fa10-01-44,fa10-01-52,0,01-Mar-11,40603
31761,fa10-01-44,fa10-01-61,0,01-Mar-11,40603
31762,fa10-01-44,fa10-01-56,0,01-Mar-11,40603
31763,fa10-01-44,sp10-01-01,2,01-Mar-11,40603
31764,fa10-01-45,sp10-01-53,0,01-Mar-11,40603
31765,fa10-01-45,fa10-01-79,0,01-Mar-11,40603
31766,fa10-01-45,sp10-01-38,0,01-Mar-11,40603
31767,fa10-01-45,sp10-01-39,0,01-Mar-11,40603
31768,fa10-01-45,fa10-01-81,0,01-Mar-11,40603
31769,fa10-01-45,fa10-01-78,6,01-Mar-11,40603
31770,fa10-01-45,fa10-01-67,0,01-Mar-11,40603
31771,fa10-01-45,fa10-01-68,0,01-Mar-11,40603
31772,fa10-01-45,fa10-01-73,0,01-Mar-11,40603
31773,fa10-01-45,fa10-01-74,0,01-Mar-11,40603
31774,fa10-01-45,fa10-01-15,0,01-Mar-11,40603
31775,fa10-01-45,fa10-01-80,0,01-Mar-11,40603
31776,fa10-01-45,fa10-01-19,0,01-Mar-11,40603
31777,fa10-01-45,fa10-01-85,0,01-Mar-11,40603
31778,fa10-01-45,fa10-01-86,0,01-Mar-11,40603
31779,fa10-01-45,sp10-01-24,0,01-Mar-11,40603
31780,fa10-01-45,fa10-01-17,0,01-Mar-11,40603
31781,fa10-01-45,fa10-01-18,0,01-Mar-11,40603
31782,fa10-01-45,fa10-01-04,0,01-Mar-11,40603
31783,fa10-01-45,fa10-01-06,0,01-Mar-11,40603
31784,fa10-01-45,fa10-01-45,0,01-Mar-11,40603
31785,fa10-01-45,sp10-01-13,0,01-Mar-11,40603
31786,fa10-01-45,fa10-01-07,0,01-Mar-11,40603
31787,fa10-01-45,sp10-01-46,0,01-Mar-11,40603
31788,fa10-01-45,sp10-01-44,0,01-Mar-11,40603
31789,fa10-01-45,sp10-01-06,0,01-Mar-11,40603
31790,fa10-01-45,fa10-01-83,0,01-Mar-11,40603
31791,fa10-01-45,fa10-01-14,0,01-Mar-11,40603
31792,fa10-01-45,fa10-01-13,0,01-Mar-11,40603
31793,fa10-01-45,fa10-01-05,0,01-Mar-11,40603
31794,fa10-01-45,fa10-01-75,0,01-Mar-11,40603
31795,fa10-01-45,fa10-01-01,0,01-Mar-11,40603
31796,fa10-01-45,fa10-01-02,0,01-Mar-11,40603
31797,fa10-01-45,fa10-01-20,0,01-Mar-11,40603
31798,fa10-01-45,fa10-01-76,0,01-Mar-11,40603
31799,fa10-01-45,fa10-01-58,5,01-Mar-11,40603
31800,fa10-01-45,fa10-01-21,0,01-Mar-11,40603
31801,fa10-01-45,sp10-01-28,0,01-Mar-11,40603
31802,fa10-01-45,sp10-01-26,0,01-Mar-11,40603
31803,fa10-01-45,sp10-01-55,0,01-Mar-11,40603
31804,fa10-01-45,sp10-01-05,0,01-Mar-11,40603
31805,fa10-01-45,sp10-01-35,0,01-Mar-11,40603
31806,fa10-01-45,fa10-01-35,3,01-Mar-11,40603
31807,fa10-01-45,fa10-01-40,0,01-Mar-11,40603
31808,fa10-01-45,fa10-01-60,0,01-Mar-11,40603
31809,fa10-01-45,sp10-01-23,0,01-Mar-11,40603
31810,fa10-01-45,sp10-01-11,0,01-Mar-11,40603
31811,fa10-01-45,sp10-01-12,0,01-Mar-11,40603
31812,fa10-01-45,sp10-01-07,0,01-Mar-11,40603
31813,fa10-01-45,sp10-01-08,0,01-Mar-11,40603
31814,fa10-01-45,fa10-01-24,0,01-Mar-11,40603
31815,fa10-01-45,fa10-01-39,0,01-Mar-11,40603
31816,fa10-01-45,sp10-01-19,0,01-Mar-11,40603
31817,fa10-01-45,sp10-01-34,0,01-Mar-11,40603
31818,fa10-01-45,fa10-01-69,0,01-Mar-11,40603
31819,fa10-01-45,sp10-01-32,0,01-Mar-11,40603
31820,fa10-01-45,sp10-01-42,0,01-Mar-11,40603
31821,fa10-01-45,sp10-01-40,0,01-Mar-11,40603
31822,fa10-01-45,sp10-01-41,0,01-Mar-11,40603
31823,fa10-01-45,sp10-01-37,0,01-Mar-11,40603
31824,fa10-01-45,fa10-01-48,0,01-Mar-11,40603
31825,fa10-01-45,fa10-01-47,0,01-Mar-11,40603
31826,fa10-01-45,fa10-01-59,0,01-Mar-11,40603
31827,fa10-01-45,fa10-01-10,0,01-Mar-11,40603
31828,fa10-01-45,fa10-01-33,2,01-Mar-11,40603
31829,fa10-01-45,fa10-01-77,6,01-Mar-11,40603
31830,fa10-01-45,sp10-01-22,0,01-Mar-11,40603
31831,fa10-01-45,fa10-01-16,0,01-Mar-11,40603
31832,fa10-01-45,fa10-01-36,0,01-Mar-11,40603
31833,fa10-01-45,fa10-01-08,0,01-Mar-11,40603
31834,fa10-01-45,fa10-01-46,7,01-Mar-11,40603
31835,fa10-01-45,fa10-01-41,0,01-Mar-11,40603
31836,fa10-01-45,fa10-01-22,0,01-Mar-11,40603
31837,fa10-01-45,sp10-01-25,0,01-Mar-11,40603
31838,fa10-01-45,fa10-01-51,0,01-Mar-11,40603
31839,fa10-01-45,fa10-01-23,4,01-Mar-11,40603
31840,fa10-01-45,sp10-01-18,2,01-Mar-11,40603
31841,fa10-01-45,fa10-01-12,0,01-Mar-11,40603
31842,fa10-01-45,fa10-01-64,0,01-Mar-11,40603
31843,fa10-01-45,sp10-01-52,3,01-Mar-11,40603
31844,fa10-01-45,sp10-01-31,0,01-Mar-11,40603
31845,fa10-01-45,sp10-01-45,0,01-Mar-11,40603
31846,fa10-01-45,fa10-01-70,0,01-Mar-11,40603
31847,fa10-01-45,fa10-01-63,0,01-Mar-11,40603
31848,fa10-01-45,sp10-01-56,0,01-Mar-11,40603
31849,fa10-01-45,fa10-01-54,0,01-Mar-11,40603
31850,fa10-01-45,fa10-01-72,0,01-Mar-11,40603
31851,fa10-01-45,fa10-01-03,0,01-Mar-11,40603
31852,fa10-01-45,fa10-01-38,0,01-Mar-11,40603
31853,fa10-01-45,fa10-01-37,0,01-Mar-11,40603
31854,fa10-01-45,sp10-01-49,0,01-Mar-11,40603
31855,fa10-01-45,sp10-01-48,0,01-Mar-11,40603
31856,fa10-01-45,fa10-01-53,0,01-Mar-11,40603
31857,fa10-01-45,sp10-01-02,0,01-Mar-11,40603
31858,fa10-01-45,fa10-01-49,0,01-Mar-11,40603
31859,fa10-01-45,sp10-01-43,0,01-Mar-11,40603
31860,fa10-01-45,sp10-01-33,0,01-Mar-11,40603
31861,fa10-01-45,fa10-01-71,0,01-Mar-11,40603
31862,fa10-01-45,fa10-01-50,0,01-Mar-11,40603
31863,fa10-01-45,fa10-01-42,0,01-Mar-11,40603
31864,fa10-01-45,fa10-01-82,0,01-Mar-11,40603
31865,fa10-01-45,fa10-01-27,4,01-Mar-11,40603
31866,fa10-01-45,fa10-01-11,0,01-Mar-11,40603
31867,fa10-01-45,sp10-01-30,0,01-Mar-11,40603
31868,fa10-01-45,fa10-01-66,0,01-Mar-11,40603
31869,fa10-01-45,fa10-01-65,5,01-Mar-11,40603
31870,fa10-01-45,fa10-01-26,0,01-Mar-11,40603
31871,fa10-01-45,fa10-01-32,0,01-Mar-11,40603
31872,fa10-01-45,fa10-01-09,0,01-Mar-11,40603
31873,fa10-01-45,fa10-01-25,4,01-Mar-11,40603
31874,fa10-01-45,fa10-01-31,5,01-Mar-11,40603
31875,fa10-01-45,sp10-01-54,0,01-Mar-11,40603
31876,fa10-01-45,fa10-01-34,0,01-Mar-11,40603
31877,fa10-01-45,fa10-01-57,5,01-Mar-11,40603
31878,fa10-01-45,fa10-01-55,3,01-Mar-11,40603
31879,fa10-01-45,fa10-01-30,0,01-Mar-11,40603
31880,fa10-01-45,fa10-01-43,0,01-Mar-11,40603
31881,fa10-01-45,fa10-01-44,0,01-Mar-11,40603
31882,fa10-01-45,fa10-01-62,3,01-Mar-11,40603
31883,fa10-01-45,sp10-01-36,0,01-Mar-11,40603
31884,fa10-01-45,fa10-01-28,4,01-Mar-11,40603
31885,fa10-01-45,fa10-01-29,5,01-Mar-11,40603
31886,fa10-01-45,fa10-01-52,0,01-Mar-11,40603
31887,fa10-01-45,fa10-01-61,3,01-Mar-11,40603
31888,fa10-01-45,fa10-01-56,3,01-Mar-11,40603
31889,fa10-01-45,sp10-01-01,0,01-Mar-11,40603
31890,fa10-01-46,sp10-01-53,0,01-Mar-11,40603
31891,fa10-01-46,fa10-01-79,0,01-Mar-11,40603
31892,fa10-01-46,sp10-01-38,0,01-Mar-11,40603
31893,fa10-01-46,sp10-01-39,0,01-Mar-11,40603
31894,fa10-01-46,fa10-01-81,0,01-Mar-11,40603
31895,fa10-01-46,fa10-01-78,6,01-Mar-11,40603
31896,fa10-01-46,fa10-01-67,0,01-Mar-11,40603
31897,fa10-01-46,fa10-01-68,0,01-Mar-11,40603
31898,fa10-01-46,fa10-01-73,0,01-Mar-11,40603
31899,fa10-01-46,fa10-01-74,0,01-Mar-11,40603
31900,fa10-01-46,fa10-01-15,0,01-Mar-11,40603
31901,fa10-01-46,fa10-01-80,0,01-Mar-11,40603
31902,fa10-01-46,fa10-01-19,0,01-Mar-11,40603
31903,fa10-01-46,fa10-01-85,0,01-Mar-11,40603
31904,fa10-01-46,fa10-01-86,0,01-Mar-11,40603
31905,fa10-01-46,sp10-01-24,0,01-Mar-11,40603
31906,fa10-01-46,fa10-01-17,0,01-Mar-11,40603
31907,fa10-01-46,fa10-01-18,0,01-Mar-11,40603
31908,fa10-01-46,fa10-01-04,0,01-Mar-11,40603
31909,fa10-01-46,fa10-01-06,0,01-Mar-11,40603
31910,fa10-01-46,fa10-01-45,7,01-Mar-11,40603
31911,fa10-01-46,sp10-01-13,0,01-Mar-11,40603
31912,fa10-01-46,fa10-01-07,0,01-Mar-11,40603
31913,fa10-01-46,sp10-01-46,0,01-Mar-11,40603
31914,fa10-01-46,sp10-01-44,0,01-Mar-11,40603
31915,fa10-01-46,sp10-01-06,0,01-Mar-11,40603
31916,fa10-01-46,fa10-01-83,0,01-Mar-11,40603
31917,fa10-01-46,fa10-01-14,0,01-Mar-11,40603
31918,fa10-01-46,fa10-01-13,0,01-Mar-11,40603
31919,fa10-01-46,fa10-01-05,0,01-Mar-11,40603
31920,fa10-01-46,fa10-01-75,0,01-Mar-11,40603
31921,fa10-01-46,fa10-01-01,0,01-Mar-11,40603
31922,fa10-01-46,fa10-01-02,0,01-Mar-11,40603
31923,fa10-01-46,fa10-01-20,0,01-Mar-11,40603
31924,fa10-01-46,fa10-01-76,0,01-Mar-11,40603
31925,fa10-01-46,fa10-01-58,3,01-Mar-11,40603
31926,fa10-01-46,fa10-01-21,0,01-Mar-11,40603
31927,fa10-01-46,sp10-01-28,0,01-Mar-11,40603
31928,fa10-01-46,sp10-01-26,0,01-Mar-11,40603
31929,fa10-01-46,sp10-01-55,0,01-Mar-11,40603
31930,fa10-01-46,sp10-01-05,0,01-Mar-11,40603
31931,fa10-01-46,sp10-01-35,0,01-Mar-11,40603
31932,fa10-01-46,fa10-01-35,0,01-Mar-11,40603
31933,fa10-01-46,fa10-01-40,0,01-Mar-11,40603
31934,fa10-01-46,fa10-01-60,0,01-Mar-11,40603
31935,fa10-01-46,sp10-01-23,0,01-Mar-11,40603
31936,fa10-01-46,sp10-01-11,0,01-Mar-11,40603
31937,fa10-01-46,sp10-01-12,0,01-Mar-11,40603
31938,fa10-01-46,sp10-01-07,0,01-Mar-11,40603
31939,fa10-01-46,sp10-01-08,0,01-Mar-11,40603
31940,fa10-01-46,fa10-01-24,0,01-Mar-11,40603
31941,fa10-01-46,fa10-01-39,0,01-Mar-11,40603
31942,fa10-01-46,sp10-01-19,0,01-Mar-11,40603
31943,fa10-01-46,sp10-01-34,0,01-Mar-11,40603
31944,fa10-01-46,fa10-01-69,0,01-Mar-11,40603
31945,fa10-01-46,sp10-01-32,0,01-Mar-11,40603
31946,fa10-01-46,sp10-01-42,0,01-Mar-11,40603
31947,fa10-01-46,sp10-01-40,0,01-Mar-11,40603
31948,fa10-01-46,sp10-01-41,0,01-Mar-11,40603
31949,fa10-01-46,sp10-01-37,0,01-Mar-11,40603
31950,fa10-01-46,fa10-01-48,0,01-Mar-11,40603
31951,fa10-01-46,fa10-01-47,0,01-Mar-11,40603
31952,fa10-01-46,fa10-01-59,0,01-Mar-11,40603
31953,fa10-01-46,fa10-01-10,1,01-Mar-11,40603
31954,fa10-01-46,fa10-01-33,2,01-Mar-11,40603
31955,fa10-01-46,fa10-01-77,6,01-Mar-11,40603
31956,fa10-01-46,sp10-01-22,0,01-Mar-11,40603
31957,fa10-01-46,fa10-01-16,0,01-Mar-11,40603
31958,fa10-01-46,fa10-01-36,1,01-Mar-11,40603
31959,fa10-01-46,fa10-01-08,0,01-Mar-11,40603
31960,fa10-01-46,fa10-01-46,7,01-Mar-11,40603
31961,fa10-01-46,fa10-01-41,0,01-Mar-11,40603
31962,fa10-01-46,fa10-01-22,0,01-Mar-11,40603
31963,fa10-01-46,sp10-01-25,0,01-Mar-11,40603
31964,fa10-01-46,fa10-01-51,1,01-Mar-11,40603
31965,fa10-01-46,fa10-01-23,0,01-Mar-11,40603
31966,fa10-01-46,sp10-01-18,0,01-Mar-11,40603
31967,fa10-01-46,fa10-01-12,0,01-Mar-11,40603
31968,fa10-01-46,fa10-01-64,0,01-Mar-11,40603
31969,fa10-01-46,sp10-01-52,0,01-Mar-11,40603
31970,fa10-01-46,sp10-01-31,0,01-Mar-11,40603
31971,fa10-01-46,sp10-01-45,0,01-Mar-11,40603
31972,fa10-01-46,fa10-01-70,0,01-Mar-11,40603
31973,fa10-01-46,fa10-01-63,0,01-Mar-11,40603
31974,fa10-01-46,sp10-01-56,0,01-Mar-11,40603
31975,fa10-01-46,fa10-01-54,0,01-Mar-11,40603
31976,fa10-01-46,fa10-01-72,0,01-Mar-11,40603
31977,fa10-01-46,fa10-01-03,0,01-Mar-11,40603
31978,fa10-01-46,fa10-01-38,0,01-Mar-11,40603
31979,fa10-01-46,fa10-01-37,0,01-Mar-11,40603
31980,fa10-01-46,sp10-01-49,0,01-Mar-11,40603
31981,fa10-01-46,sp10-01-48,0,01-Mar-11,40603
31982,fa10-01-46,fa10-01-53,0,01-Mar-11,40603
31983,fa10-01-46,sp10-01-02,0,01-Mar-11,40603
31984,fa10-01-46,fa10-01-49,0,01-Mar-11,40603
31985,fa10-01-46,sp10-01-43,0,01-Mar-11,40603
31986,fa10-01-46,sp10-01-33,0,01-Mar-11,40603
31987,fa10-01-46,fa10-01-71,0,01-Mar-11,40603
31988,fa10-01-46,fa10-01-50,0,01-Mar-11,40603
31989,fa10-01-46,fa10-01-42,0,01-Mar-11,40603
31990,fa10-01-46,fa10-01-82,0,01-Mar-11,40603
31991,fa10-01-46,fa10-01-27,1,01-Mar-11,40603
31992,fa10-01-46,fa10-01-11,0,01-Mar-11,40603
31993,fa10-01-46,sp10-01-30,0,01-Mar-11,40603
31994,fa10-01-46,fa10-01-66,0,01-Mar-11,40603
31995,fa10-01-46,fa10-01-65,0,01-Mar-11,40603
31996,fa10-01-46,fa10-01-26,0,01-Mar-11,40603
31997,fa10-01-46,fa10-01-32,0,01-Mar-11,40603
31998,fa10-01-46,fa10-01-09,0,01-Mar-11,40603
31999,fa10-01-46,fa10-01-25,2,01-Mar-11,40603
32000,fa10-01-46,fa10-01-31,1,01-Mar-11,40603
32001,fa10-01-46,sp10-01-54,0,01-Mar-11,40603
32002,fa10-01-46,fa10-01-34,2,01-Mar-11,40603
32003,fa10-01-46,fa10-01-57,1,01-Mar-11,40603
32004,fa10-01-46,fa10-01-55,2,01-Mar-11,40603
32005,fa10-01-46,fa10-01-30,0,01-Mar-11,40603
32006,fa10-01-46,fa10-01-43,0,01-Mar-11,40603
32007,fa10-01-46,fa10-01-44,0,01-Mar-11,40603
32008,fa10-01-46,fa10-01-62,2,01-Mar-11,40603
32009,fa10-01-46,sp10-01-36,0,01-Mar-11,40603
32010,fa10-01-46,fa10-01-28,2,01-Mar-11,40603
32011,fa10-01-46,fa10-01-29,1,01-Mar-11,40603
32012,fa10-01-46,fa10-01-52,1,01-Mar-11,40603
32013,fa10-01-46,fa10-01-61,2,01-Mar-11,40603
32014,fa10-01-46,fa10-01-56,2,01-Mar-11,40603
32015,fa10-01-46,sp10-01-01,0,01-Mar-11,40603
32016,fa10-01-47,sp10-01-53,0,01-Mar-11,40603
32017,fa10-01-47,fa10-01-79,0,01-Mar-11,40603
32018,fa10-01-47,sp10-01-38,0,01-Mar-11,40603
32019,fa10-01-47,sp10-01-39,0,01-Mar-11,40603
32020,fa10-01-47,fa10-01-81,3,01-Mar-11,40603
32021,fa10-01-47,fa10-01-78,0,01-Mar-11,40603
32022,fa10-01-47,fa10-01-67,0,01-Mar-11,40603
32023,fa10-01-47,fa10-01-68,0,01-Mar-11,40603
32024,fa10-01-47,fa10-01-73,0,01-Mar-11,40603
32025,fa10-01-47,fa10-01-74,0,01-Mar-11,40603
32026,fa10-01-47,fa10-01-15,0,01-Mar-11,40603
32027,fa10-01-47,fa10-01-80,0,01-Mar-11,40603
32028,fa10-01-47,fa10-01-19,0,01-Mar-11,40603
32029,fa10-01-47,fa10-01-85,0,01-Mar-11,40603
32030,fa10-01-47,fa10-01-86,0,01-Mar-11,40603
32031,fa10-01-47,sp10-01-24,1,01-Mar-11,40603
32032,fa10-01-47,fa10-01-17,0,01-Mar-11,40603
32033,fa10-01-47,fa10-01-18,0,01-Mar-11,40603
32034,fa10-01-47,fa10-01-04,0,01-Mar-11,40603
32035,fa10-01-47,fa10-01-06,0,01-Mar-11,40603
32036,fa10-01-47,fa10-01-45,0,01-Mar-11,40603
32037,fa10-01-47,sp10-01-13,2,01-Mar-11,40603
32038,fa10-01-47,fa10-01-07,0,01-Mar-11,40603
32039,fa10-01-47,sp10-01-46,1,01-Mar-11,40603
32040,fa10-01-47,sp10-01-44,1,01-Mar-11,40603
32041,fa10-01-47,sp10-01-06,1,01-Mar-11,40603
32042,fa10-01-47,fa10-01-83,0,01-Mar-11,40603
32043,fa10-01-47,fa10-01-14,0,01-Mar-11,40603
32044,fa10-01-47,fa10-01-13,0,01-Mar-11,40603
32045,fa10-01-47,fa10-01-05,1,01-Mar-11,40603
32046,fa10-01-47,fa10-01-75,0,01-Mar-11,40603
32047,fa10-01-47,fa10-01-01,1,01-Mar-11,40603
32048,fa10-01-47,fa10-01-02,0,01-Mar-11,40603
32049,fa10-01-47,fa10-01-20,0,01-Mar-11,40603
32050,fa10-01-47,fa10-01-76,1,01-Mar-11,40603
32051,fa10-01-47,fa10-01-58,0,01-Mar-11,40603
32052,fa10-01-47,fa10-01-21,0,01-Mar-11,40603
32053,fa10-01-47,sp10-01-28,0,01-Mar-11,40603
32054,fa10-01-47,sp10-01-26,0,01-Mar-11,40603
32055,fa10-01-47,sp10-01-55,1,01-Mar-11,40603
32056,fa10-01-47,sp10-01-05,1,01-Mar-11,40603
32057,fa10-01-47,sp10-01-35,0,01-Mar-11,40603
32058,fa10-01-47,fa10-01-35,1,01-Mar-11,40603
32059,fa10-01-47,fa10-01-40,0,01-Mar-11,40603
32060,fa10-01-47,fa10-01-60,0,01-Mar-11,40603
32061,fa10-01-47,sp10-01-23,0,01-Mar-11,40603
32062,fa10-01-47,sp10-01-11,3,01-Mar-11,40603
32063,fa10-01-47,sp10-01-12,2,01-Mar-11,40603
32064,fa10-01-47,sp10-01-07,0,01-Mar-11,40603
32065,fa10-01-47,sp10-01-08,0,01-Mar-11,40603
32066,fa10-01-47,fa10-01-24,0,01-Mar-11,40603
32067,fa10-01-47,fa10-01-39,0,01-Mar-11,40603
32068,fa10-01-47,sp10-01-19,2,01-Mar-11,40603
32069,fa10-01-47,sp10-01-34,0,01-Mar-11,40603
32070,fa10-01-47,fa10-01-69,0,01-Mar-11,40603
32071,fa10-01-47,sp10-01-32,0,01-Mar-11,40603
32072,fa10-01-47,sp10-01-42,0,01-Mar-11,40603
32073,fa10-01-47,sp10-01-40,0,01-Mar-11,40603
32074,fa10-01-47,sp10-01-41,0,01-Mar-11,40603
32075,fa10-01-47,sp10-01-37,3,01-Mar-11,40603
32076,fa10-01-47,fa10-01-48,7,01-Mar-11,40603
32077,fa10-01-47,fa10-01-47,0,01-Mar-11,40603
32078,fa10-01-47,fa10-01-59,0,01-Mar-11,40603
32079,fa10-01-47,fa10-01-10,0,01-Mar-11,40603
32080,fa10-01-47,fa10-01-33,0,01-Mar-11,40603
32081,fa10-01-47,fa10-01-77,0,01-Mar-11,40603
32082,fa10-01-47,sp10-01-22,0,01-Mar-11,40603
32083,fa10-01-47,fa10-01-16,0,01-Mar-11,40603
32084,fa10-01-47,fa10-01-36,0,01-Mar-11,40603
32085,fa10-01-47,fa10-01-08,0,01-Mar-11,40603
32086,fa10-01-47,fa10-01-46,0,01-Mar-11,40603
32087,fa10-01-47,fa10-01-41,0,01-Mar-11,40603
32088,fa10-01-47,fa10-01-22,0,01-Mar-11,40603
32089,fa10-01-47,sp10-01-25,1,01-Mar-11,40603
32090,fa10-01-47,fa10-01-51,0,01-Mar-11,40603
32091,fa10-01-47,fa10-01-23,0,01-Mar-11,40603
32092,fa10-01-47,sp10-01-18,2,01-Mar-11,40603
32093,fa10-01-47,fa10-01-12,0,01-Mar-11,40603
32094,fa10-01-47,fa10-01-64,0,01-Mar-11,40603
32095,fa10-01-47,sp10-01-52,1,01-Mar-11,40603
32096,fa10-01-47,sp10-01-31,2,01-Mar-11,40603
32097,fa10-01-47,sp10-01-45,1,01-Mar-11,40603
32098,fa10-01-47,fa10-01-70,0,01-Mar-11,40603
32099,fa10-01-47,fa10-01-63,0,01-Mar-11,40603
32100,fa10-01-47,sp10-01-56,0,01-Mar-11,40603
32101,fa10-01-47,fa10-01-54,3,01-Mar-11,40603
